,Laptop,Current Price,Rating,Actual Price,Discount
1458,Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U,"₹28,990",4.2,"₹43,790",33% off
1459,ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305,"₹35,990",4,"₹50,990",29% off
1460,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS,"₹67,990",4.2,"₹94,990",28% off
1461,HP AMD Ryzen 3 Quad Core 5300U,"₹35,960",4.2,"₹47,142",23% off
1462,walker Intel Celeron Dual Core N4020,"₹12,990",3.8,"₹30,000",56% off
1463,DELL Intel Core i5 12th Gen 1235U,"₹46,990",4,"₹72,180",34% off
1464,ASUS TUF Gaming F15,"₹49,990",4.3,"₹75,990",34% off
1465,CHUWI Intel Celeron Dual Core 11th Gen N4020,"₹17,990",3.7,"₹34,990",48% off
1466,DELL Inspiron Intel Core i3 12th Gen 1215U,"₹64,499",4,"₹79,999",19% off
1467,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020,"₹19,990",4.1,"₹33,990",41% off
1468,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4,"₹31,990",4.3,"₹49,990",36% off
1469,HP 14s Intel Core i3 11th Gen 1115G4,"₹34,990",4.3,"₹49,509",29% off
1470,Acer Extensa Intel Core i3 N305,"₹26,490",4.1,"₹42,999",38% off
1471,CHUWI Intel Celeron Quad Core 12th Gen N100,"₹19,990",3.4,"₹34,990",42% off
1472,Lenovo Intel Core i5 11th Gen 1135G7,"₹41,066",4.1,"₹66,470",38% off
1473,HP 255G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250,"₹24,990",4.2,"₹44,911",44% off
1474,AXL Intel Celeron Dual Core 9th Gen,"₹16,980",4,"₹33,990",50% off
1475,ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS,"₹74,990",4.3,"₹1,17,990",36% off
1476,SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U,"₹44,990",4.3,"₹82,990",45% off
1477,HP 15s Intel Core i3 12th Gen 1215U,"₹37,527",4.2,"₹56,261",33% off
1478,DELL Intel Core i3 12th Gen 1215U,"₹36,290",4.2,"₹50,724",28% off
1479,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U,"₹31,990",4.1,"₹47,490",32% off
1480,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7,"₹47,990",3.6,"₹99,000",51% off
1481,ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS,"₹49,990",4.1,"₹82,990",39% off
1482,Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U,"₹28,990",4.2,"₹43,790",33% off
1483,ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305,"₹35,990",4,"₹50,990",29% off
1484,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS,"₹67,990",4.2,"₹94,990",28% off
1485,HP AMD Ryzen 3 Quad Core 5300U,"₹35,960",4.2,"₹47,142",23% off
1486,walker Intel Celeron Dual Core N4020,"₹12,990",3.8,"₹30,000",56% off
1487,DELL Intel Core i5 12th Gen 1235U,"₹46,990",4,"₹72,180",34% off
1488,ASUS TUF Gaming F15,"₹49,990",4.3,"₹75,990",34% off
1489,CHUWI Intel Celeron Dual Core 11th Gen N4020,"₹17,990",3.7,"₹34,990",48% off
1490,DELL Inspiron Intel Core i3 12th Gen 1215U,"₹64,499",4,"₹79,999",19% off
1491,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020,"₹19,990",4.1,"₹33,990",41% off
1492,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4,"₹31,990",4.3,"₹49,990",36% off
1493,HP 14s Intel Core i3 11th Gen 1115G4,"₹34,990",4.3,"₹49,509",29% off
1494,Acer Extensa Intel Core i3 N305,"₹26,490",4.1,"₹42,999",38% off
1495,CHUWI Intel Celeron Quad Core 12th Gen N100,"₹19,990",3.4,"₹34,990",42% off
1496,Lenovo Intel Core i5 11th Gen 1135G7,"₹41,066",4.1,"₹66,470",38% off
1497,HP 255G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250,"₹24,990",4.2,"₹44,911",44% off
1498,AXL Intel Celeron Dual Core 9th Gen,"₹16,980",4,"₹33,990",50% off
1499,ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS,"₹74,990",4.3,"₹1,17,990",36% off
1500,SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U,"₹44,990",4.3,"₹82,990",45% off
1501,HP 15s Intel Core i3 12th Gen 1215U,"₹37,527",4.2,"₹56,261",33% off
1502,DELL Intel Core i3 12th Gen 1215U,"₹36,290",4.2,"₹50,724",28% off
1503,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U,"₹31,990",4.1,"₹47,490",32% off
1504,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7,"₹47,990",3.6,"₹99,000",51% off
1505,ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS,"₹49,990",4.1,"₹82,990",39% off
1506,Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U,"₹28,990",4.2,"₹43,790",33% off
1507,ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305,"₹35,990",4,"₹50,990",29% off
1508,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS,"₹67,990",4.2,"₹94,990",28% off
1509,HP AMD Ryzen 3 Quad Core 5300U,"₹35,960",4.2,"₹47,142",23% off
1510,walker Intel Celeron Dual Core N4020,"₹12,990",3.8,"₹30,000",56% off
1511,DELL Intel Core i5 12th Gen 1235U,"₹46,990",4,"₹72,180",34% off
